split,target,reference,metric,mean_diff,ci95,target_better_seeds,seeds
safety_critical_fragility,grounding_debt_planner_v5,greedy_active_touch,false_safe_confidence,0.02084,0.02109,2,10
safety_critical_fragility,grounding_debt_planner_v5,greedy_active_touch,abstain_rate,0.00000,0.00000,0,10
safety_critical_fragility,grounding_debt_planner_v5,strong_tactile_then_policy,action_success,0.39375,0.04573,10,10
safety_critical_fragility,grounding_debt_planner_v5,strong_tactile_then_policy,damage,-0.48958,0.03119,10,10
safety_critical_fragility,grounding_debt_planner_v5,strong_tactile_then_policy,probe_cost,-0.59898,0.00333,10,10
safety_critical_fragility,grounding_debt_planner_v5,strong_tactile_then_policy,fact_accuracy,-0.03542,0.00474,0,10
safety_critical_fragility,grounding_debt_planner_v5,strong_tactile_then_policy,debt_calibration_error,-0.02474,0.00802,10,10
safety_critical_fragility,grounding_debt_planner_v5,strong_tactile_then_policy,false_safe_confidence,0.05000,0.01846,0,10
safety_critical_fragility,grounding_debt_planner_v5,strong_tactile_then_policy,abstain_rate,0.00000,0.00000,0,10
safety_critical_fragility,grounding_debt_planner_v5,risk_aware_touch_policy,action_success,-0.00208,0.02060,4,10
safety_critical_fragility,grounding_debt_planner_v5,risk_aware_touch_policy,damage,0.00209,0.01546,3,10
safety_critical_fragility,grounding_debt_planner_v5,risk_aware_touch_policy,probe_cost,-0.01346,0.00223,10,10
safety_critical_fragility,grounding_debt_planner_v5,risk_aware_touch_policy,fact_accuracy,-0.00416,0.00615,3,10
safety_critical_fragility,grounding_debt_planner_v5,risk_aware_touch_policy,debt_calibration_error,0.01377,0.00983,1,10
safety_critical_fragility,grounding_debt_planner_v5,risk_aware_touch_policy,false_safe_confidence,-0.00208,0.00953,3,10
safety_critical_fragility,grounding_debt_planner_v5,risk_aware_touch_policy,abstain_rate,0.00000,0.00000,0,10
safety_critical_fragility,grounding_debt_planner_v5,budgeted_information_gain,action_success,0.05417,0.03400,9,10
safety_critical_fragility,grounding_debt_planner_v5,budgeted_information_gain,damage,-0.10208,0.03467,9,10
safety_critical_fragility,grounding_debt_planner_v5,budgeted_information_gain,probe_cost,-0.03014,0.00317,10,10
safety_critical_fragility,grounding_debt_planner_v5,budgeted_information_gain,fact_accuracy,-0.00208,0.00995,4,10
safety_critical_fragility,grounding_debt_planner_v5,budgeted_information_gain,debt_calibration_error,0.02735,0.01274,0,10
safety_critical_fragility,grounding_debt_planner_v5,budgeted_information_gain,false_safe_confidence,0.00208,0.02314,4,10
safety_critical_fragility,grounding_debt_planner_v5,budgeted_information_gain,abstain_rate,0.00000,0.00000,0,10
safety_critical_fragility,grounding_debt_planner_v5,calibrated_debt_threshold,action_success,0.03542,0.02657,7,10
safety_critical_fragility,grounding_debt_planner_v5,calibrated_debt_threshold,damage,-0.02708,0.02793,7,10
safety_critical_fragility,grounding_debt_planner_v5,calibrated_debt_threshold,probe_cost,-0.00733,0.00170,10,10
safety_critical_fragility,grounding_debt_planner_v5,calibrated_debt_threshold,fact_accuracy,-0.01389,0.00454,0,10
safety_critical_fragility,grounding_debt_planner_v5,calibrated_debt_threshold,debt_calibration_error,-0.00870,0.00869,8,10
safety_critical_fragility,grounding_debt_planner_v5,calibrated_debt_threshold,false_safe_confidence,0.00000,0.00861,2,10
safety_critical_fragility,grounding_debt_planner_v5,calibrated_debt_threshold,abstain_rate,-0.01875,0.01131,6,10
safety_critical_fragility,grounding_debt_planner_v5,counterfactual_material_filter,action_success,0.02500,0.03092,6,10
safety_critical_fragility,grounding_debt_planner_v5,counterfactual_material_filter,damage,-0.04375,0.01769,8,10
safety_critical_fragility,grounding_debt_planner_v5,counterfactual_material_filter,probe_cost,-0.00002,0.00407,5,10
safety_critical_fragility,grounding_debt_planner_v5,counterfactual_material_filter,fact_accuracy,-0.01389,0.00609,0,10
safety_critical_fragility,grounding_debt_planner_v5,counterfactual_material_filter,debt_calibration_error,0.00635,0.00662,3,10
safety_critical_fragility,grounding_debt_planner_v5,counterfactual_material_filter,false_safe_confidence,0.00000,0.01217,2,10
safety_critical_fragility,grounding_debt_planner_v5,counterfactual_material_filter,abstain_rate,0.00000,0.00000,0,10
probe_budget_shift,grounding_debt_planner_v5,passive_tactile_classifier,action_success,0.00208,0.04366,5,10
probe_budget_shift,grounding_debt_planner_v5,passive_tactile_classifier,damage,-0.03750,0.02708,8,10
probe_budget_shift,grounding_debt_planner_v5,passive_tactile_classifier,probe_cost,-0.14967,0.00124,10,10
probe_budget_shift,grounding_debt_planner_v5,passive_tactile_classifier,fact_accuracy,-0.00069,0.00590,4,10
probe_budget_shift,grounding_debt_planner_v5,passive_tactile_classifier,debt_calibration_error,-0.01956,0.00792,9,10
probe_budget_shift,grounding_debt_planner_v5,passive_tactile_classifier,false_safe_confidence,0.02917,0.01633,1,10
probe_budget_shift,grounding_debt_planner_v5,passive_tactile_classifier,abstain_rate,0.00000,0.00000,0,10
probe_budget_shift,grounding_debt_planner_v5,greedy_active_touch,action_success,0.09375,0.05385,8,10
probe_budget_shift,grounding_debt_planner_v5,greedy_active_touch,damage,-0.17292,0.04557,10,10
probe_budget_shift,grounding_debt_planner_v5,greedy_active_touch,probe_cost,-0.17267,0.00378,10,10
probe_budget_shift,grounding_debt_planner_v5,greedy_active_touch,fact_accuracy,-0.01597,0.01149,2,10
probe_budget_shift,grounding_debt_planner_v5,greedy_active_touch,debt_calibration_error,0.02211,0.01171,0,10
probe_budget_shift,grounding_debt_planner_v5,greedy_active_touch,false_safe_confidence,0.01042,0.03403,5,10
probe_budget_shift,grounding_debt_planner_v5,greedy_active_touch,abstain_rate,0.00000,0.00000,0,10
probe_budget_shift,grounding_debt_planner_v5,strong_tactile_then_policy,action_success,0.29583,0.03209,10,10
probe_budget_shift,grounding_debt_planner_v5,strong_tactile_then_policy,damage,-0.42084,0.02970,10,10
probe_budget_shift,grounding_debt_planner_v5,strong_tactile_then_policy,probe_cost,-0.69967,0.00124,10,10
probe_budget_shift,grounding_debt_planner_v5,strong_tactile_then_policy,fact_accuracy,-0.07708,0.01654,0,10
probe_budget_shift,grounding_debt_planner_v5,strong_tactile_then_policy,debt_calibration_error,-0.03964,0.01766,9,10
probe_budget_shift,grounding_debt_planner_v5,strong_tactile_then_policy,false_safe_confidence,0.04167,0.02358,0,10
probe_budget_shift,grounding_debt_planner_v5,strong_tactile_then_policy,abstain_rate,0.00000,0.00000,0,10
probe_budget_shift,grounding_debt_planner_v5,risk_aware_touch_policy,action_success,-0.01250,0.02803,3,10
probe_budget_shift,grounding_debt_planner_v5,risk_aware_touch_policy,damage,-0.00208,0.01421,3,10
probe_budget_shift,grounding_debt_planner_v5,risk_aware_touch_policy,probe_cost,-0.12881,0.00487,10,10
probe_budget_shift,grounding_debt_planner_v5,risk_aware_touch_policy,fact_accuracy,-0.04583,0.01204,0,10
probe_budget_shift,grounding_debt_planner_v5,risk_aware_touch_policy,debt_calibration_error,0.00494,0.01448,7,10
probe_budget_shift,grounding_debt_planner_v5,risk_aware_touch_policy,false_safe_confidence,-0.01458,0.02199,4,10
probe_budget_shift,grounding_debt_planner_v5,risk_aware_touch_policy,abstain_rate,0.00000,0.00000,0,10
probe_budget_shift,grounding_debt_planner_v5,budgeted_information_gain,action_success,0.00208,0.03071,6,10
probe_budget_shift,grounding_debt_planner_v5,budgeted_information_gain,damage,-0.05833,0.01905,10,10
probe_budget_shift,grounding_debt_planner_v5,budgeted_information_gain,probe_cost,-0.00521,0.00185,10,10
probe_budget_shift,grounding_debt_planner_v5,budgeted_information_gain,fact_accuracy,0.00556,0.01089,6,10
probe_budget_shift,grounding_debt_planner_v5,budgeted_information_gain,debt_calibration_error,0.01411,0.01170,1,10
probe_budget_shift,grounding_debt_planner_v5,budgeted_information_gain,false_safe_confidence,-0.00208,0.01871,4,10
probe_budget_shift,grounding_debt_planner_v5,budgeted_information_gain,abstain_rate,0.00000,0.00000,0,10
probe_budget_shift,grounding_debt_planner_v5,calibrated_debt_threshold,action_success,-0.02083,0.01925,2,10
probe_budget_shift,grounding_debt_planner_v5,calibrated_debt_threshold,damage,-0.01042,0.01395,6,10
probe_budget_shift,grounding_debt_planner_v5,calibrated_debt_threshold,probe_cost,-0.12079,0.00477,10,10
probe_budget_shift,grounding_debt_planner_v5,calibrated_debt_threshold,fact_accuracy,-0.05486,0.01383,0,10
probe_budget_shift,grounding_debt_planner_v5,calibrated_debt_threshold,debt_calibration_error,-0.00685,0.01662,7,10
probe_budget_shift,grounding_debt_planner_v5,calibrated_debt_threshold,false_safe_confidence,-0.00625,0.02199,4,10
probe_budget_shift,grounding_debt_planner_v5,calibrated_debt_threshold,abstain_rate,0.00000,0.00000,0,10
probe_budget_shift,grounding_debt_planner_v5,counterfactual_material_filter,action_success,-0.00417,0.02000,3,10
probe_budget_shift,grounding_debt_planner_v5,counterfactual_material_filter,damage,-0.00208,0.01131,4,10
probe_budget_shift,grounding_debt_planner_v5,counterfactual_material_filter,probe_cost,-0.02283,0.00235,10,10
probe_budget_shift,grounding_debt_planner_v5,counterfactual_material_filter,fact_accuracy,-0.02153,0.01242,1,10
probe_budget_shift,grounding_debt_planner_v5,counterfactual_material_filter,debt_calibration_error,-0.00926,0.01115,7,10
probe_budget_shift,grounding_debt_planner_v5,counterfactual_material_filter,false_safe_confidence,-0.00208,0.01284,3,10
probe_budget_shift,grounding_debt_planner_v5,counterfactual_material_filter,abstain_rate,0.00000,0.00000,0,10
combined_hard_shift,grounding_debt_planner_v5,passive_tactile_classifier,action_success,0.05417,0.05100,7,10
combined_hard_shift,grounding_debt_planner_v5,passive_tactile_classifier,damage,-0.05625,0.02793,10,10
combined_hard_shift,grounding_debt_planner_v5,passive_tactile_classifier,probe_cost,-0.04260,0.00464,10,10
combined_hard_shift,grounding_debt_planner_v5,passive_tactile_classifier,fact_accuracy,0.05486,0.02123,10,10
combined_hard_shift,grounding_debt_planner_v5,passive_tactile_classifier,debt_calibration_error,-0.00149,0.02683,5,10
combined_hard_shift,grounding_debt_planner_v5,passive_tactile_classifier,false_safe_confidence,0.01250,0.01633,1,10
combined_hard_shift,grounding_debt_planner_v5,passive_tactile_classifier,abstain_rate,0.00000,0.00000,0,10
combined_hard_shift,grounding_debt_planner_v5,greedy_active_touch,action_success,0.13125,0.03705,10,10
combined_hard_shift,grounding_debt_planner_v5,greedy_active_touch,damage,-0.18958,0.03573,10,10
combined_hard_shift,grounding_debt_planner_v5,greedy_active_touch,probe_cost,-0.06600,0.00561,10,10
combined_hard_shift,grounding_debt_planner_v5,greedy_active_touch,fact_accuracy,0.07778,0.02408,10,10
combined_hard_shift,grounding_debt_planner_v5,greedy_active_touch,debt_calibration_error,0.06186,0.02256,0,10
combined_hard_shift,grounding_debt_planner_v5,greedy_active_touch,false_safe_confidence,0.00208,0.02543,3,10
combined_hard_shift,grounding_debt_planner_v5,greedy_active_touch,abstain_rate,0.00000,0.00000,0,10
combined_hard_shift,grounding_debt_planner_v5,strong_tactile_then_policy,action_success,0.21667,0.02736,10,10
combined_hard_shift,grounding_debt_planner_v5,strong_tactile_then_policy,damage,-0.33334,0.03278,10,10
combined_hard_shift,grounding_debt_planner_v5,strong_tactile_then_policy,probe_cost,-0.59260,0.00464,10,10
combined_hard_shift,grounding_debt_planner_v5,strong_tactile_then_policy,fact_accuracy,-0.04861,0.02049,0,10
combined_hard_shift,grounding_debt_planner_v5,strong_tactile_then_policy,debt_calibration_error,-0.05027,0.02113,9,10
combined_hard_shift,grounding_debt_planner_v5,strong_tactile_then_policy,false_safe_confidence,0.01875,0.01421,0,10
combined_hard_shift,grounding_debt_planner_v5,strong_tactile_then_policy,abstain_rate,0.00000,0.00000,0,10
combined_hard_shift,grounding_debt_planner_v5,risk_aware_touch_policy,action_success,0.01458,0.02361,5,10
combined_hard_shift,grounding_debt_planner_v5,risk_aware_touch_policy,damage,-0.00833,0.01633,3,10
combined_hard_shift,grounding_debt_planner_v5,risk_aware_touch_policy,probe_cost,-0.01777,0.00365,10,10
combined_hard_shift,grounding_debt_planner_v5,risk_aware_touch_policy,fact_accuracy,0.01320,0.01591,7,10
combined_hard_shift,grounding_debt_planner_v5,risk_aware_touch_policy,debt_calibration_error,0.02746,0.01935,1,10
combined_hard_shift,grounding_debt_planner_v5,risk_aware_touch_policy,false_safe_confidence,-0.01667,0.01334,5,10
combined_hard_shift,grounding_debt_planner_v5,risk_aware_touch_policy,abstain_rate,0.00000,0.00000,0,10
combined_hard_shift,grounding_debt_planner_v5,budgeted_information_gain,action_success,0.02083,0.03850,7,10
combined_hard_shift,grounding_debt_planner_v5,budgeted_information_gain,damage,-0.04167,0.02790,8,10
combined_hard_shift,grounding_debt_planner_v5,budgeted_information_gain,probe_cost,-0.02046,0.00413,10,10
combined_hard_shift,grounding_debt_planner_v5,budgeted_information_gain,fact_accuracy,0.00972,0.01748,6,10
combined_hard_shift,grounding_debt_planner_v5,budgeted_information_gain,debt_calibration_error,0.03644,0.01783,2,10
combined_hard_shift,grounding_debt_planner_v5,budgeted_information_gain,false_safe_confidence,-0.01458,0.01727,6,10
combined_hard_shift,grounding_debt_planner_v5,budgeted_information_gain,abstain_rate,0.00000,0.00000,0,10
combined_hard_shift,grounding_debt_planner_v5,calibrated_debt_threshold,action_success,0.07500,0.02803,9,10
combined_hard_shift,grounding_debt_planner_v5,calibrated_debt_threshold,damage,-0.00208,0.02060,4,10
combined_hard_shift,grounding_debt_planner_v5,calibrated_debt_threshold,probe_cost,-0.01106,0.00246,10,10
combined_hard_shift,grounding_debt_planner_v5,calibrated_debt_threshold,fact_accuracy,-0.00347,0.01350,4,10
combined_hard_shift,grounding_debt_planner_v5,calibrated_debt_threshold,debt_calibration_error,-0.01063,0.01814,6,10
combined_hard_shift,grounding_debt_planner_v5,calibrated_debt_threshold,false_safe_confidence,-0.00208,0.00953,3,10
combined_hard_shift,grounding_debt_planner_v5,calibrated_debt_threshold,abstain_rate,-0.14375,0.03247,10,10
combined_hard_shift,grounding_debt_planner_v5,counterfactual_material_filter,action_success,0.01667,0.03693,6,10
combined_hard_shift,grounding_debt_planner_v5,counterfactual_material_filter,damage,-0.03125,0.02528,6,10
combined_hard_shift,grounding_debt_planner_v5,counterfactual_material_filter,probe_cost,-0.01623,0.00299,10,10
combined_hard_shift,grounding_debt_planner_v5,counterfactual_material_filter,fact_accuracy,-0.01250,0.01358,2,10
combined_hard_shift,grounding_debt_planner_v5,counterfactual_material_filter,debt_calibration_error,-0.01004,0.01756,7,10
combined_hard_shift,grounding_debt_planner_v5,counterfactual_material_filter,false_safe_confidence,-0.00417,0.01466,5,10
combined_hard_shift,grounding_debt_planner_v5,counterfactual_material_filter,abstain_rate,0.00000,0.00000,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,passive_tactile_classifier,action_success,0.02708,0.05273,6,10
adversarial_language_vision_trap,grounding_debt_planner_v5,passive_tactile_classifier,damage,-0.04167,0.02195,8,10
adversarial_language_vision_trap,grounding_debt_planner_v5,passive_tactile_classifier,probe_cost,-0.04706,0.00506,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,passive_tactile_classifier,fact_accuracy,0.08819,0.02332,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,passive_tactile_classifier,debt_calibration_error,0.01044,0.02293,4,10
adversarial_language_vision_trap,grounding_debt_planner_v5,passive_tactile_classifier,false_safe_confidence,-0.00417,0.00817,3,10
adversarial_language_vision_trap,grounding_debt_planner_v5,passive_tactile_classifier,abstain_rate,0.00000,0.00000,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,greedy_active_touch,action_success,0.13750,0.03345,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,greedy_active_touch,damage,-0.19167,0.04587,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,greedy_active_touch,probe_cost,-0.07048,0.00711,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,greedy_active_touch,fact_accuracy,0.14583,0.02392,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,greedy_active_touch,debt_calibration_error,0.06673,0.02224,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,greedy_active_touch,false_safe_confidence,-0.01250,0.01247,5,10
adversarial_language_vision_trap,grounding_debt_planner_v5,greedy_active_touch,abstain_rate,0.00000,0.00000,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,strong_tactile_then_policy,action_success,0.16042,0.05095,9,10
adversarial_language_vision_trap,grounding_debt_planner_v5,strong_tactile_then_policy,damage,-0.32292,0.04003,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,strong_tactile_then_policy,probe_cost,-0.59706,0.00506,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,strong_tactile_then_policy,fact_accuracy,-0.11111,0.02157,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,strong_tactile_then_policy,debt_calibration_error,-0.10125,0.01551,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,strong_tactile_then_policy,false_safe_confidence,0.00833,0.00903,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,strong_tactile_then_policy,abstain_rate,0.00000,0.00000,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,risk_aware_touch_policy,action_success,0.02708,0.02513,6,10
adversarial_language_vision_trap,grounding_debt_planner_v5,risk_aware_touch_policy,damage,-0.01042,0.01395,6,10
adversarial_language_vision_trap,grounding_debt_planner_v5,risk_aware_touch_policy,probe_cost,-0.01744,0.00187,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,risk_aware_touch_policy,fact_accuracy,0.00972,0.01676,5,10
adversarial_language_vision_trap,grounding_debt_planner_v5,risk_aware_touch_policy,debt_calibration_error,0.03322,0.01661,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,risk_aware_touch_policy,false_safe_confidence,-0.02917,0.01089,9,10
adversarial_language_vision_trap,grounding_debt_planner_v5,risk_aware_touch_policy,abstain_rate,0.00000,0.00000,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,budgeted_information_gain,action_success,0.03125,0.03403,6,10
adversarial_language_vision_trap,grounding_debt_planner_v5,budgeted_information_gain,damage,-0.06667,0.02906,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,budgeted_information_gain,probe_cost,-0.02583,0.00604,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,budgeted_information_gain,fact_accuracy,-0.00208,0.02186,4,10
adversarial_language_vision_trap,grounding_debt_planner_v5,budgeted_information_gain,debt_calibration_error,0.03158,0.01892,1,10
adversarial_language_vision_trap,grounding_debt_planner_v5,budgeted_information_gain,false_safe_confidence,-0.02917,0.01846,6,10
adversarial_language_vision_trap,grounding_debt_planner_v5,budgeted_information_gain,abstain_rate,0.00000,0.00000,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,calibrated_debt_threshold,action_success,0.10208,0.03303,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,calibrated_debt_threshold,damage,0.08333,0.03104,0,10
adversarial_language_vision_trap,grounding_debt_planner_v5,calibrated_debt_threshold,probe_cost,-0.01188,0.00220,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,calibrated_debt_threshold,fact_accuracy,0.00486,0.01201,6,10
adversarial_language_vision_trap,grounding_debt_planner_v5,calibrated_debt_threshold,debt_calibration_error,0.00158,0.01092,3,10
adversarial_language_vision_trap,grounding_debt_planner_v5,calibrated_debt_threshold,false_safe_confidence,-0.00208,0.00408,1,10
adversarial_language_vision_trap,grounding_debt_planner_v5,calibrated_debt_threshold,abstain_rate,-0.28750,0.03092,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,counterfactual_material_filter,action_success,0.03542,0.03166,6,10
adversarial_language_vision_trap,grounding_debt_planner_v5,counterfactual_material_filter,damage,-0.03542,0.02513,7,10
adversarial_language_vision_trap,grounding_debt_planner_v5,counterfactual_material_filter,probe_cost,-0.01817,0.00324,10,10
adversarial_language_vision_trap,grounding_debt_planner_v5,counterfactual_material_filter,fact_accuracy,-0.00278,0.01626,4,10
adversarial_language_vision_trap,grounding_debt_planner_v5,counterfactual_material_filter,debt_calibration_error,0.00785,0.01823,4,10
adversarial_language_vision_trap,grounding_debt_planner_v5,counterfactual_material_filter,false_safe_confidence,-0.00208,0.00733,2,10
adversarial_language_vision_trap,grounding_debt_planner_v5,counterfactual_material_filter,abstain_rate,0.00000,0.00000,0,10
