split,seed,episode_id,method,task,object_family,action_success,damage,slip_or_drop,param_error,probe_count,probe_cost,fact_accuracy,debt_score,debt_calibration_error,probes,failure_label,language_ambiguity,visual_counterfactual,tactile_noise,material_novelty,safety_critical,stress_axis,stress_level
stress_language,0,19,vision_language_policy,pour,opaque_cup,1,0,0,0.09966,0,0.00000,0.66667,0.53264,0.19930,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,19,greedy_active_touch,pour,opaque_cup,0,1,0,0.06111,2,0.32000,1.00000,0.46694,0.46694,locked;full,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,19,strong_tactile_then_policy,pour,opaque_cup,1,0,0,0.08750,6,0.79000,1.00000,0.35947,0.35947,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,19,grounding_debt_planner,pour,opaque_cup,1,0,0,0.05782,2,0.33000,1.00000,0.43290,0.43290,full;heavy,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,19,oracle_tactile_upper_bound,pour,opaque_cup,1,0,0,0.00460,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,20,vision_language_policy,open,loose_lid_box,1,0,0,0.28714,0,0.00000,1.00000,0.64380,0.64380,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,20,greedy_active_touch,open,loose_lid_box,1,0,0,0.18557,2,0.31000,1.00000,0.49176,0.49176,locked;heavy,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,20,strong_tactile_then_policy,open,loose_lid_box,1,0,0,0.19273,6,0.79000,1.00000,0.33611,0.33611,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,20,grounding_debt_planner,open,loose_lid_box,1,0,0,0.20234,2,0.25000,1.00000,0.33133,0.33133,fragile;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,20,oracle_tactile_upper_bound,open,loose_lid_box,1,0,0,0.01560,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,21,vision_language_policy,handoff,thin_shell,0,1,0,0.22662,0,0.00000,1.00000,0.64164,0.64164,none,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,21,greedy_active_touch,handoff,thin_shell,0,1,0,0.16862,2,0.25000,1.00000,0.52702,0.52702,locked;fragile,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,21,strong_tactile_then_policy,handoff,thin_shell,0,1,0,0.12932,6,0.79000,1.00000,0.38172,0.38172,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,21,grounding_debt_planner,handoff,thin_shell,1,0,0,0.08436,2,0.18000,1.00000,0.36356,0.36356,fragile;slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,21,oracle_tactile_upper_bound,handoff,thin_shell,1,0,0,0.01426,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,22,vision_language_policy,slide,generic_part,0,1,0,0.36126,0,0.00000,0.66667,0.51473,0.18139,none,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,22,greedy_active_touch,slide,generic_part,0,1,0,0.20584,2,0.26000,1.00000,0.48644,0.48644,fragile;heavy,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,22,strong_tactile_then_policy,slide,generic_part,1,0,0,0.19375,6,0.79000,1.00000,0.52779,0.52779,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,22,grounding_debt_planner,slide,generic_part,1,0,0,0.16994,2,0.29000,1.00000,0.47275,0.47275,soft;heavy,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,22,oracle_tactile_upper_bound,slide,generic_part,1,0,0,0.01486,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,23,vision_language_policy,insert,rigid_insert,0,1,0,0.20358,0,0.00000,1.00000,0.53689,0.53689,none,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,23,greedy_active_touch,insert,rigid_insert,1,0,0,0.19248,2,0.26000,1.00000,0.40107,0.40107,fragile;heavy,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,23,strong_tactile_then_policy,insert,rigid_insert,0,1,0,0.13399,6,0.79000,1.00000,0.23586,0.23586,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,23,grounding_debt_planner,insert,rigid_insert,1,0,0,0.18078,2,0.23000,1.00000,0.26231,0.26231,fragile;soft,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,23,oracle_tactile_upper_bound,insert,rigid_insert,1,0,0,0.01446,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,24,vision_language_policy,pick,thin_shell,0,1,0,0.39938,0,0.00000,0.33333,0.61945,0.04722,none,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,24,greedy_active_touch,pick,thin_shell,0,1,0,0.28666,2,0.23000,0.66667,0.37687,0.04354,locked;slippery,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,24,strong_tactile_then_policy,pick,thin_shell,0,1,0,0.09567,6,0.79000,1.00000,0.21419,0.21419,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,24,grounding_debt_planner,pick,thin_shell,0,1,0,0.24826,2,0.24000,0.66667,0.22663,0.10670,slippery;heavy,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,24,oracle_tactile_upper_bound,pick,thin_shell,1,0,0,0.01479,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,25,vision_language_policy,pour,opaque_cup,1,0,0,0.14285,0,0.00000,1.00000,0.48762,0.48762,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,25,greedy_active_touch,pour,opaque_cup,1,0,0,0.07885,2,0.21000,1.00000,0.33752,0.33752,soft;slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,25,strong_tactile_then_policy,pour,opaque_cup,1,0,0,0.06214,6,0.79000,1.00000,0.22873,0.22873,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,25,grounding_debt_planner,pour,opaque_cup,1,0,0,0.08882,2,0.25000,1.00000,0.33657,0.33657,full;slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,25,oracle_tactile_upper_bound,pour,opaque_cup,1,0,0,0.01007,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,26,vision_language_policy,open,latched_box,0,0,1,0.31418,0,0.00000,1.00000,0.60384,0.60384,none,slip_or_drop,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,26,greedy_active_touch,open,latched_box,0,0,1,0.26910,2,0.18000,1.00000,0.48158,0.48158,fragile;slippery,slip_or_drop,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,26,strong_tactile_then_policy,open,latched_box,1,0,0,0.20374,6,0.79000,1.00000,0.35535,0.35535,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,26,grounding_debt_planner,open,latched_box,1,0,0,0.20444,2,0.25000,1.00000,0.33400,0.33400,fragile;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,26,oracle_tactile_upper_bound,open,latched_box,1,0,0,0.02119,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,27,vision_language_policy,handoff,thin_shell,0,1,0,0.29080,0,0.00000,1.00000,0.87139,0.87139,none,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,27,greedy_active_touch,handoff,thin_shell,1,0,0,0.15148,2,0.26000,1.00000,0.45744,0.45744,fragile;heavy,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,27,strong_tactile_then_policy,handoff,thin_shell,0,1,0,0.14083,6,0.79000,1.00000,0.35207,0.35207,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,27,grounding_debt_planner,handoff,thin_shell,1,0,0,0.15294,2,0.18000,1.00000,0.44569,0.44569,slippery;fragile,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,27,oracle_tactile_upper_bound,handoff,thin_shell,1,0,0,0.01638,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,28,vision_language_policy,slide,oily_block,1,0,0,0.10712,0,0.00000,1.00000,0.47825,0.47825,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,28,greedy_active_touch,slide,oily_block,0,1,0,0.13202,2,0.32000,1.00000,0.47825,0.47825,locked;full,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,28,strong_tactile_then_policy,slide,oily_block,1,0,0,0.06808,6,0.79000,1.00000,0.20627,0.20627,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,28,grounding_debt_planner,slide,oily_block,1,0,0,0.10796,2,0.29000,1.00000,0.28063,0.28063,soft;heavy,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,28,oracle_tactile_upper_bound,slide,oily_block,1,0,0,0.00825,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,29,vision_language_policy,insert,rigid_insert,0,0,0,0.30951,0,0.00000,0.66667,0.63652,0.30319,none,wrong_action_parameter,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,29,greedy_active_touch,insert,rigid_insert,1,0,0,0.25662,2,0.30000,0.66667,0.47862,0.14529,full;soft,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,29,strong_tactile_then_policy,insert,rigid_insert,1,0,0,0.15523,6,0.79000,1.00000,0.39457,0.39457,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,29,grounding_debt_planner,insert,rigid_insert,1,0,0,0.16261,2,0.21000,1.00000,0.37739,0.37739,slippery;soft,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,0,29,oracle_tactile_upper_bound,insert,rigid_insert,1,0,0,0.01397,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,0,vision_language_policy,pick,dense_block,1,0,0,0.26365,0,0.00000,0.66667,0.53114,0.19781,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,0,greedy_active_touch,pick,dense_block,1,0,0,0.15827,2,0.25000,1.00000,0.40831,0.40831,full;slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,0,strong_tactile_then_policy,pick,dense_block,1,0,0,0.11840,6,0.79000,1.00000,0.34182,0.34182,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,0,grounding_debt_planner,pick,dense_block,1,0,0,0.15485,2,0.18000,1.00000,0.30356,0.30356,slippery;fragile,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,0,oracle_tactile_upper_bound,pick,dense_block,1,0,0,0.01394,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,1,vision_language_policy,pour,empty_cup,1,0,0,0.09578,0,0.00000,1.00000,0.49622,0.49622,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,1,greedy_active_touch,pour,empty_cup,1,0,0,0.08481,2,0.23000,1.00000,0.47439,0.47439,locked;slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,1,strong_tactile_then_policy,pour,empty_cup,1,0,0,0.08468,6,0.79000,1.00000,0.46196,0.46196,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,1,grounding_debt_planner,pour,empty_cup,1,0,0,0.20036,2,0.25000,1.00000,0.45590,0.45590,slippery;full,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,1,oracle_tactile_upper_bound,pour,empty_cup,1,0,0,0.00921,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,2,vision_language_policy,open,latched_box,0,0,1,0.36368,0,0.00000,1.00000,0.44479,0.44479,none,slip_or_drop,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,2,greedy_active_touch,open,latched_box,0,0,1,0.28701,2,0.24000,1.00000,0.44479,0.44479,slippery;heavy,slip_or_drop,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,2,strong_tactile_then_policy,open,latched_box,0,0,1,0.23291,6,0.79000,1.00000,0.34233,0.34233,fragile;slippery;heavy;full;soft;locked,slip_or_drop,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,2,grounding_debt_planner,open,latched_box,0,0,1,0.28787,2,0.25000,1.00000,0.23775,0.23775,fragile;locked,slip_or_drop,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,2,oracle_tactile_upper_bound,open,latched_box,1,0,0,0.02191,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,3,vision_language_policy,handoff,ceramic_tool,1,0,0,0.14537,0,0.00000,1.00000,0.36377,0.36377,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,3,greedy_active_touch,handoff,ceramic_tool,1,0,0,0.12279,2,0.29000,1.00000,0.28086,0.28086,soft;heavy,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,3,strong_tactile_then_policy,handoff,ceramic_tool,0,1,0,0.09262,6,0.79000,1.00000,0.23205,0.23205,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,3,grounding_debt_planner,handoff,ceramic_tool,1,0,0,0.11424,2,0.24000,1.00000,0.22875,0.22875,heavy;slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,3,oracle_tactile_upper_bound,handoff,ceramic_tool,1,0,0,0.01479,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,4,vision_language_policy,slide,generic_part,0,1,0,0.23525,0,0.00000,1.00000,0.66241,0.66241,none,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,4,greedy_active_touch,slide,generic_part,1,0,0,0.17172,2,0.26000,1.00000,0.52022,0.52022,heavy;fragile,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,4,strong_tactile_then_policy,slide,generic_part,1,0,0,0.16491,6,0.79000,1.00000,0.48940,0.48940,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,4,grounding_debt_planner,slide,generic_part,1,0,0,0.14624,2,0.24000,1.00000,0.50746,0.50746,heavy;slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,4,oracle_tactile_upper_bound,slide,generic_part,1,0,0,0.01321,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,5,vision_language_policy,insert,rigid_insert,1,0,0,0.16051,0,0.00000,1.00000,0.34803,0.34803,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,5,greedy_active_touch,insert,rigid_insert,1,0,0,0.16711,2,0.33000,1.00000,0.34803,0.34803,full;heavy,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,5,strong_tactile_then_policy,insert,rigid_insert,1,0,0,0.08806,6,0.79000,1.00000,0.12580,0.12580,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,5,grounding_debt_planner,insert,rigid_insert,1,0,0,0.08827,2,0.23000,1.00000,0.13251,0.13251,soft;fragile,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,5,oracle_tactile_upper_bound,insert,rigid_insert,1,0,0,0.01185,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,6,vision_language_policy,pick,oily_block,0,0,1,0.15827,0,0.00000,1.00000,0.46570,0.46570,none,slip_or_drop,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,6,greedy_active_touch,pick,oily_block,0,0,1,0.14735,2,0.27000,1.00000,0.45691,0.45691,full;fragile,slip_or_drop,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,6,strong_tactile_then_policy,pick,oily_block,1,0,0,0.14136,6,0.79000,1.00000,0.45611,0.45611,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,6,grounding_debt_planner,pick,oily_block,0,0,1,0.19929,2,0.18000,1.00000,0.40391,0.40391,fragile;slippery,slip_or_drop,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,6,oracle_tactile_upper_bound,pick,oily_block,1,0,0,0.01281,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,7,vision_language_policy,pour,empty_cup,1,0,0,0.18079,0,0.00000,1.00000,0.53134,0.53134,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,7,greedy_active_touch,pour,empty_cup,1,0,0,0.14859,2,0.25000,1.00000,0.53134,0.53134,fragile;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,7,strong_tactile_then_policy,pour,empty_cup,1,0,0,0.09686,6,0.79000,1.00000,0.19053,0.19053,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,7,grounding_debt_planner,pour,empty_cup,1,0,0,0.12261,2,0.25000,1.00000,0.27759,0.27759,full;slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,7,oracle_tactile_upper_bound,pour,empty_cup,1,0,0,0.01091,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,8,vision_language_policy,open,latched_box,0,0,0,0.41587,0,0.00000,0.66667,0.41755,0.08421,none,wrong_action_parameter,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,8,greedy_active_touch,open,latched_box,0,0,0,0.38688,2,0.25000,0.66667,0.41755,0.08421,full;slippery,wrong_action_parameter,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,8,strong_tactile_then_policy,open,latched_box,1,0,0,0.16097,6,0.79000,1.00000,0.34180,0.34180,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,8,grounding_debt_planner,open,latched_box,1,0,0,0.20069,2,0.28000,1.00000,0.32289,0.32289,locked;soft,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,8,oracle_tactile_upper_bound,open,latched_box,1,0,0,0.01659,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,9,vision_language_policy,handoff,oily_block,1,0,0,0.10880,0,0.00000,1.00000,0.41985,0.41985,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,9,greedy_active_touch,handoff,oily_block,1,0,0,0.04538,2,0.28000,1.00000,0.41985,0.41985,soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,9,strong_tactile_then_policy,handoff,oily_block,1,0,0,0.07004,6,0.79000,1.00000,0.22499,0.22499,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,9,grounding_debt_planner,handoff,oily_block,1,0,0,0.25088,2,0.24000,1.00000,0.21246,0.21246,slippery;heavy,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,9,oracle_tactile_upper_bound,handoff,oily_block,1,0,0,0.00915,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,10,vision_language_policy,slide,ceramic_tool,0,1,0,0.24459,0,0.00000,1.00000,0.40119,0.40119,none,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,10,greedy_active_touch,slide,ceramic_tool,0,1,0,0.20761,2,0.27000,1.00000,0.40119,0.40119,full;fragile,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,10,strong_tactile_then_policy,slide,ceramic_tool,0,1,0,0.17007,6,0.79000,1.00000,0.27334,0.27334,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,10,grounding_debt_planner,slide,ceramic_tool,1,0,0,0.19341,2,0.24000,1.00000,0.33639,0.33639,slippery;heavy,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,10,oracle_tactile_upper_bound,slide,ceramic_tool,1,0,0,0.02189,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,11,vision_language_policy,insert,rigid_insert,1,0,0,0.14308,0,0.00000,1.00000,0.53930,0.53930,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,11,greedy_active_touch,insert,rigid_insert,1,0,0,0.11262,2,0.25000,1.00000,0.48305,0.48305,full;slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,11,strong_tactile_then_policy,insert,rigid_insert,0,1,0,0.11213,6,0.79000,1.00000,0.45358,0.45358,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,11,grounding_debt_planner,insert,rigid_insert,1,0,0,0.18917,2,0.18000,1.00000,0.43285,0.43285,slippery;fragile,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,11,oracle_tactile_upper_bound,insert,rigid_insert,1,0,0,0.01357,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,12,vision_language_policy,pick,glass_part,0,1,0,0.17676,0,0.00000,0.66667,0.57061,0.23728,none,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,12,greedy_active_touch,pick,glass_part,1,0,0,0.12443,2,0.27000,1.00000,0.35021,0.35021,fragile;full,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,12,strong_tactile_then_policy,pick,glass_part,0,1,0,0.06320,6,0.79000,1.00000,0.26734,0.26734,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,12,grounding_debt_planner,pick,glass_part,1,0,0,0.16549,2,0.18000,1.00000,0.23754,0.23754,fragile;slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,12,oracle_tactile_upper_bound,pick,glass_part,1,0,0,0.00671,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,13,vision_language_policy,pour,empty_cup,1,0,0,0.16931,0,0.00000,0.66667,0.63616,0.30283,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,13,greedy_active_touch,pour,empty_cup,1,0,0,0.07758,2,0.25000,1.00000,0.34328,0.34328,slippery;full,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,13,strong_tactile_then_policy,pour,empty_cup,0,1,0,0.10733,6,0.79000,1.00000,0.43972,0.43972,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,13,grounding_debt_planner,pour,empty_cup,1,0,0,0.17525,1,0.08000,0.66667,0.48156,0.14822,slippery,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,13,oracle_tactile_upper_bound,pour,empty_cup,1,0,0,0.01051,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,14,vision_language_policy,open,loose_lid_box,1,0,0,0.18555,0,0.00000,1.00000,0.46781,0.46781,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,14,greedy_active_touch,open,loose_lid_box,1,0,0,0.16052,2,0.30000,1.00000,0.29228,0.29228,soft;full,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,14,strong_tactile_then_policy,open,loose_lid_box,1,0,0,0.18506,6,0.79000,1.00000,0.30463,0.30463,fragile;slippery;heavy;full;soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,14,grounding_debt_planner,open,loose_lid_box,1,0,0,0.20511,2,0.28000,1.00000,0.37164,0.37164,soft;locked,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,14,oracle_tactile_upper_bound,open,loose_lid_box,1,0,0,0.01560,0,0.00000,1.00000,0.04000,0.04000,none,success,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,15,vision_language_policy,handoff,ceramic_tool,0,1,0,0.25770,0,0.00000,1.00000,0.72650,0.72650,none,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
stress_language,1,15,greedy_active_touch,handoff,ceramic_tool,0,1,0,0.23127,2,0.27000,1.00000,0.64383,0.64383,fragile;full,damage_or_probe_damage,0.52000,0.10000,0.10000,0.06000,0.20000,language,0.8
